,ecole,longitude,latitude,postalcode
716,ESPCI Paris,2.3475905,48.8412746,75005
717,concours ENGEES G2E-BCST,7.758007800000001,48.5849696,67070
718,EPUPMC Paris 6 Agroalimentaire,2.3577864,48.8462524,75005
719,ESTBB Bordeaux,-0.6070843,44.8226969,33000
720,ISTAB Bordeaux,29.0112451,41.0622,34349
721,CUST Clermont-Ferrand Génie Biol.,3.1092253,45.7608031,63100
722,POLYTECH Lille IAAL,3.1370078,50.6078394,59655
723,POLYTECH Montpellier STE,3.8625953,43.6327433,34095
724,POLYTECH Montpellier STIA,3.8625953,43.6327433,34095
725,POLYTECH' Nice-Sophia-Génie Biologique,7.0717782,43.6155521,06410
726,Réseau POLYTECH,2.3577864,48.8462524,75005
727,ECOLE POLYTECHNIQUE Etranger,2.2112917,48.7142971,91120
728,ESPCI Paris Etranger,2.3475905,48.8412746,75005
729,ENSCP Bordeaux,-0.6111213,44.8011924,33607
730,ENSIT Mulhouse PC,7.310896100000001,47.7290842,68093
731,ESIEE-ISMEA PC,2.2919749,49.8995592,80080
732,ENSIL Limoges Matéraux,1.2952454,45.86102899999999,87280
733,EPUPMC Paris 6 Matériaux,2.3577864,48.8462524,75005
734,concours EISTI Cergy PC,2.0697464,49.0350546,95000
735,concours ESIEA Paris-Laval PC,2.3784328,48.81446889999999,94200
736,ENS Cachan FIL. SCIEN. ou SI,2.1649417,48.7123564,91190
737,ENS Cachan FIL.SI,2.1649417,48.7123564,91190
738,ENSIT Mulhouse PSI,7.310896100000001,47.7290842,68093
739,ESIEE-ISMEA PSI,2.2919749,49.8995592,80080
740,EIVL Blois,1.3359475,47.58609209999999,41000
741,concours EISTI Cergy PSI,2.0697464,49.0350546,95000
742,concours ESIEA Paris-Laval PSI,2.3784328,48.81446889999999,94200
743,Concours Commun Mines-Ponts,2.3358177,48.8304214,75014
744,Concours commun ENSAM,2.3582236,48.8330427,75013
745,"Concours ArchIDF (IFIPS, ISPG, ISTY)",2.2176517,48.7820684,78140
746,Concours Polytech-Eiffel,2.2112917,48.7142971,91120
747,ENSIT Mulhouse,7.310896100000001,47.7290842,68093
748,concours EISTI Cergy PT,2.0697464,49.0350546,95000
749,concours ESIEA Paris-Laval PT,2.3784328,48.81446889999999,94200
750,Université de Technologie de Troyes (UTT),4.066776100000001,48.26916199999999,10300
751,SIGMA Clermont-Ferrand (ex IFMA),3.1127728,45.7576185,63170
752,ISAE-SUPAERO Toulouse,1.474008,43.5655361,31400
753,ENSGSI-Lorraine INP,6.1936569,48.6949818,54000
754,ENSIAME Valenciennes Informatique et Génie Industriel,3.5147174,50.3248476,59300
755,3IL Ingénieurs,1.2722802,45.8187995,87000
756,Mines Saint Etienne-ISMIN,4.408427,45.4225457,42100
757,TELECOM PHYSIQUE Strasbourg TIC-Santé,7.7377182,48.5254976,67400
758,TELECOM St Etienne-Statut apprenti,4.387829099999999,45.4523598,42000
759,TELECOM St Etienne-Statut étudiant,4.387829099999999,45.4523598,42000
760,"Polytech Grenoble-Informatique industrielle, Instrumentatlisation",5.752253,45.1846156,38400
761,TELECOM PHYSIQUE Strasbourg-RT-INOC,7.7377182,48.5254976,67400
762,TELECOM SudParis-cursus Sophia-Antipolis,2.4433504,48.6249477,91000
763,ESIROI La Réunion,55.49073199999999,-21.3403709,97410
764,Polytech Grenoble-Géotechnique et génie civil,5.752253,45.1846156,38400
765,Polytech Grenoble-Réseaux informatiques,5.752253,45.1846156,38400
766,Polytech Tours-Aménagement et environnement,0.6804406,47.367025,37200
767,École Supérieure d'Ingénieurs de Paris-Est Créteil (ESIPE-Créteil),2.4436757,48.7950397,94000
768,ELISA Aérospace Saint Quentin,3.2871557,49.8493814,02100
769,ESTACA Laval Aéronautique et spatial,-0.7579395,48.0876319,53000
770,ESTACA Laval Automobile,-0.7579395,48.0876319,53000
771,ESTACA Paris-Saclay Aéronautique et spatial,2.041424,48.787661,78180
772,ESTACA Paris-Saclay Automobile ou Transports Guidés,2.041424,48.787661,78180
773,ESAIP Angers,-0.4973334,47.464054,49124
774,ECPM-ESBS Strasbourg-CHEMBIOTECH,7.7385873,48.5258824,67400
775,SIGMA Clermont-Ferrand (ex ENSCCF),3.1127728,45.7576185,63170
776,ENSIIE (I.I.E. CNAM ),2.4322721,48.6267007,91000
777,TELECOM SudParis (ex Télécom INT),2.4433504,48.6249477,91000
778,ESIX Normandie-Production industrielle,-1.6442149,49.6343438,50130
779,Télécom ParisTech,2.2004477,48.7128764,91120
780,ENST Cursus Sophia Antipolis,7.071124999999999,43.614386,06410
781,TELECOM Bretagne,2.2003541,48.712841,91120
782,ESIP Poitiers : IPE-C,0.3832459,46.5688039,86022
783,ESIP Poitiers : IPE-P,0.340375,46.58022400000001,86000
784,ISAE-ENSICA Toulouse,1.4688129,43.6180859,31500
785,ISAT Nevers département Châssis et Habitacle,3.1714703,46.997819,58027
786,ISAT Nevers-département Motorisation et Environnement,3.1714703,46.997819,58027
787,POLYTECH Clermont-Ferrand MPE,3.1092253,45.7608031,63100
788,POLYTECH Montpellier ERII,3.8625953,43.6327433,34095
789,POLYTECH Nantes Génie civil,-1.5158639,47.2819356,44300
790,POLYTECH Nice-Sophia-Electronique,7.0717782,43.6155521,06410
791,POLYTECH Orléans EO,1.9390229,47.8440593,45100
792,POLYTECH Orléans GCE,1.9390229,47.8440593,45100
793,POLYTECH Orléans ME,1.9390229,47.8440593,45100
794,POLYTECH Paris UPMC Elec. Info,2.3577864,48.8462524,75005
795,POLYTECH Paris UPMC Robotique,2.3577864,48.8462524,75005
796,POLYTECH Savoie EBE,6.1577674,45.91949779999999,74940
797,POLYTECH Savoie IAI,6.1577674,45.91949779999999,74940
798,POLYTECH Savoie MM,6.1577674,45.91949779999999,74940
799,POLYTECH Tours ES2E (Electronique et systèmes de l'énergie électrique),0.6847464999999999,47.3646921,37200
800,POLYTECH Tours MCS (Mécanique et Conception de Systèmes),0.6877878,47.3645904,37200
801,AgroParisTech (cursus agronome) Paris-Grignon,2.3476575,48.8397733,75005
802,AgroParisTech (cursus IAA) Massy,2.2971869,48.7326036,91744
803,AgroParisTech (cursus forestier) Nancy (fonctionnaire),6.187846,48.6937988,54000
804,AgroParisTech (cursus forestier) Nancy (civil),6.187846,48.6937988,54000
805,Montpellier Sup Agro (ENSAM),3.854877,43.61728160000001,34060
806,Agrocampus Ouest (cursus agronome) Rennes,-1.7102321,48.1264244,35000
807,Agrocampus Ouest (cursus horticole et paysage) Angers,-1.706322,48.1135487,35042
808,ENSBANA-Agrosup Dijon,5.04148,47.322047,21000
809,ENITAC Clermont-Ferrand (Fonctionnaire),3.0888104,45.7707953,63000
810,ENITAC Clermont-Ferrand (Civil),3.103355,45.801459,63100
811,ENESAD-Agrosup Dijon (Fonctionnaire),5.04148,47.322047,21000
812,ENESAD-Agrosup Dijon (Civil),5.04148,47.322047,21000
813,ISTAB Bordeaux (rapprochement avec ENSCPB),-0.6111213,44.8011924,33607
814,POLYTECH Paris UPMC Sci.Terre,2.3577864,48.8462524,75005
815,ESIX Normandie-Agroalimentaire,-1.6442149,49.6343438,50130
816,POLYTECH Clermont-Ferrand Génie Biologique,3.1092253,45.7608031,63100
817,POLYTECH Nice-Sophia-Génie Biologique,7.0717782,43.6155521,06410
818,POLYTECH Nice-Sophia-Ingéniérie de l'Eau,7.0717782,43.6155521,06410
819,POLYTECH Paris UPMC Agroalimentaire,2.3577864,48.8462524,75005
820,Concours Polytech BCPST,2.2112917,48.7142971,91120
821,ESIEE-ISMIN MP,2.2003541,48.712841,91120
822,ENSAE Paris Tech,2.2076467,48.711006,91120
823,POLYTECH Clermont-Ferrand Génie Civil,3.1092253,45.7608031,63100
824,POLYTECH Nice-Sophia-Math. App. et Modélisation,7.0717782,43.6155521,06410
825,POLYTECH Nice-Sophia-Sciences Informatiques,7.0717782,43.6155521,06410
826,POLYTECH Paris UPMC Matériaux,2.3577864,48.8462524,75005
827,ENI Val de Loire,1.3264799,47.5843239,41000
828,Louis de Broglie,2.4031857,48.8467113,75012
829,ESIEE-ISMIN PC,2.2112917,48.7142971,91120
830,ESFF,2.2247254,48.8229484,92310
831,ESIEE-ISMIN PSI,,,
832,CENTRALE Paris,2.1661629,48.709445,91190
833,Supelec campus Gif,2.1668424,48.71018309999999,91190
834,Supelec campus Metz,6.220958,49.10323289999999,57070
835,Supelec campus Renn.,-1.6234012,48.1252316,35510
836,Supélec TSI,2.1661629,48.709445,91190
837,CENTRALE Lyon,4.766499899999999,45.7825983,69134
838,SupOptique,2.2034927,48.71373999999999,91120
839,CENTRALE Lille,3.1365135,50.6068158,59650
840,CENTRALE Nantes,-1.5495565,47.24833839999999,44300
841,IIE-CNAM,2.35576,48.866558,75003
842,CENTRALE Lille handicapés,3.1365135,50.6068158,59650
843,CENTRALE Nantes handicapés,-1.5495565,47.24833839999999,44300
844,Ponts et Chaussees,2.588727,48.840563,77420
845,SUPAERO,1.474008,43.5655361,31400
846,Techniques Avancees,2.2180501,48.7107339,91120
847,ENST cursus Paris,2.3360291,48.8662962,75001
848,MINES Saint-Etienne,4.408427,45.4225457,42100
849,Telecom Bretagne,2.2003541,48.712841,91120
850,Ecole Polytechnique,2.2112917,48.7142971,91120
851,Commun Mines Ponts TSI,2.3358177,48.8304214,75014
852,ENSAIS G MECA,7.764898400000001,48.5823052,67000
853,ENSAIS PLASTURGIE,7.764898400000001,48.5823052,67000
854,ENSAIS MECATRO,7.764898400000001,48.5823052,67000
855,ENSAIS G.ELEC.,150.5099515,-23.3840207,4700
856,ESIEE-Paris,2.5836143,48.8398086,93160
857,ENSAM TSI,2.3582236,48.8330427,75013
858,ENSMM Besancon,5.9936082,47.2512183,25000
859,ENSEIRB Electronique,-0.6051667,44.80663759999999,33400
860,ENSEIRB Informatique,-0.6051667,44.80663759999999,33400
861,ENSEIRB Telecom,-0.6051667,44.80663759999999,33400
862,ENSIETA Brest civil,-4.4720707,48.41908,29200
863,ISIMA Clermont-Fd,3.1104272,45.7590113,63178
864,ENSEE Grenoble,5.7031278,45.2029611,38031
865,ENSHMG Grenoble,5.768265899999999,45.1934574,38400
866,ENSIEG,5.7031278,45.2029611,38031
867,EFPG Grenoble,5.7757511,45.1960652,38402
868,ENSP Marseille,5.3804719,43.30086499999999,13001
869,ESM2 Marseille,5.36978,43.296482,13002
870,ENSEEIHT Genie Elec.,1.455808,43.6021194,31000
871,ENSEEIHT electronique,1.455808,43.6021194,31000
872,ENSIAME Meca Energ.,3.5147174,50.3248476,59300
873,ENSIAME Mecatronique,3.5147174,50.3248476,59300
874,ENSIAME Info Autom.,3.5147174,50.3248476,59300
875,Commun Polytechnique TSI,2.2112917,48.7142971,91120
876,IFMA Clermont-Fd,3.1127728,45.7576185,63170
877,ISMANS,0.157249,48.019386,72000
878,Telecom INT,2.4433504,48.6249477,91000
879,ENSIETA Brest Mili.,-4.4720707,48.41908,29200
880,Polytech'Tours : Product.,0.6847464999999999,47.3646921,37200
881,ENSTIM Ales,4.0896303,44.1327151,30100
882,ENSTIM TSI,6.4653358,48.194249,88000
883,ENTPE Fonctionnaire,4.9223494,45.77860829999999,69120
884,Polytech 'Orléans-ESEM,1.9390229,47.8440593,45100
885,ESIGELEC,1.0768848,49.3832749,76800
886,ESIM Marseille,5.4371117,43.3424593,13013
887,ISMEA Marseille,5.359122699999999,43.2922073,13007
888,ESIM/ISMEA TSI,12.4974923,41.920563,00198
889,ESTP-TP,2.329933291693428,48.79445900203715,94230
890,ESTP-BAT,2.3174735,48.8889861,75017
891,ESTP MECA-ELEC,2.329933291693428,48.79445900203715,94230
892,ESTP-GEOMETRES,2.3498281,48.8268365,75013
893,ESPCI,2.3475905,48.8412746,75005
894,ESPCI etranger,2.3475905,48.8412746,75005
895,ENS Ulm etranger,2.3451689,48.8422058,75005
896,ENS Cachan etranger,2.1649417,48.7123564,91190
897,ENS Lyon etranger,4.8334497,45.7332787,69342
898,Commun Mines Ponts PC,2.3358177,48.8304214,75014
899,CENTRALE Paris cycle international,2.1661629,48.709445,91190
900,CENTRALE Paris etranger,2.1661629,48.709445,91190
901,CENTRALE Paris handicapés,2.2743878,48.8497097,75016
902,Supelec campus Gif handicapés,2.1653034,48.7097567,91190
903,Supelec campus Gif cycle international,2.1661629,48.709445,91190
904,Supelec campus Gif etranger,2.1661629,48.709445,91190
905,Supelec campus Metz etranger,6.220958,49.10323289999999,57070
906,Supélec Etrangers PC,2.1661629,48.709445,91190
907,Supelec campus Metz cycle international,6.220958,49.10323289999999,57070
